3.917202445869534699e+02;1.005210785936176876e+01;3.141592653589793116e+00;3.283010285145022689e+00;8.486569739053921424e+00
3.141592653589793116e+00;-3.254256377154888802e-01;-1.800570134788313514e-01;-1.361029312367786209e-02;3.347698714050880570e-02
1.305795207760422727e+03;8.760040803559832057e+00;4.960591726875175134e+00;3.141592653589793116e+00;3.437728363649912922e+01
3.141592653589793116e+00;7.077797546717958799e-01;-1.838774762588298375e-02;2.708302430738275014e-03;-3.412575819491282803e-02
-3.622220253177772520e+02;3.141592653589793116e+00;-3.308717019379467050e+00;-1.510943773914922339e+01;2.821113910901231758e+00
3.141592653589793116e+00;-2.926558267555821935e+00;1.586402924677506043e-01;-3.152892295721075322e-01;-1.056130340502700743e-01
-1.787484364272041262e+02;-5.425038907390873355e-01;-6.478468524937991413e-01;-2.842661096676772914e+00;3.141592653589792672e+00
-9.344141402640184424e+02;-3.574406054815534972e+00;3.141592653589793116e+00;2.169440586239410607e+00;-4.638643214878607424e+00
-8.380170022850544242e+00;3.141592653589793116e+00;-5.464706720466944168e-01;-4.835416269301036629e-01;3.398679337919000565e-01
3.141592653589793116e+00;-2.289023678445327448e-01;-2.833114019271741335e-01;-7.702202212335504394e-02;-1.028377217893333695e-02
3.141592653589793116e+00;-1.343062024930357623e+01;6.021443183533778942e-01;7.887960503013129454e-01;2.171244423993909933e-01
3.141592653589793116e+00;-4.183482041023086490e-02;3.282913812336284154e-02;-1.553667407741484048e-02;-4.885250411383359505e-03
-6.763688482467610186e+01;3.141592653589793116e+00;-6.531609270126049749e-01;1.739436000257434278e+00;-7.029211482302659686e-01
3.141592653589793116e+00;6.577440071173582536e-01;-2.063919326364228590e-01;1.490218310844095700e-02;2.702025238941035967e-02
3.141592653589793116e+00;3.593306432365174219e-01;5.430394543907545585e-02;1.409674134163206305e-01;-4.192259292643494423e-02
-1.655875207996122356e+02;-3.657513185118907439e-01;-1.507655870516661611e+00;3.141592653589793116e+00;9.823026203397327016e-01
-7.667563508249509496e+00;-3.158335800521410519e+01;-1.348536987015322097e+01;3.141592653589793116e+00;-7.224493582865760821e+00
3.141592653589793116e+00;-2.733307525686243800e+00;1.072296565412463654e+00;-8.761749396156509606e-02;-1.059943839679247934e-01
3.141592653589793116e+00;2.708155778547766124e-02;1.168410659148257438e-02;-3.717073740925037895e-02;-2.171283931818855997e-02
-2.112453142203778043e+03;-3.540619571134200783e+01;-9.618553082578305435e+00;3.141592653589793116e+00;-6.329581455056067085e+01
2.042726944018345137e+02;1.703451496919417707e+02;4.056451392410748724e+01;3.141592653589792672e+00;1.828677157448247215e+01
3.141592653589793116e+00;-1.503770354653777064e+00;-5.829595189260665666e-01;3.805545072761334913e-01;1.188250297058447147e-01
3.141592653589792672e+00;-9.571401516686008915e-01;8.140081211456055010e-01;3.410191445023684764e-01;-8.354636590502245719e-02
3.141592653589793560e+00;-7.308765458167100215e-01;-7.577453693988189451e-03;-3.660023005563591003e-02;2.299832935783768448e-02
-4.458322981934503382e+00;3.141592653589793116e+00;-2.792352338972509118e-01;-4.601969364618795355e-01;4.956908974035122428e-01
-2.065296339928711689e+02;-2.573399959502713497e+00;1.194636508362698857e+00;4.914892096298710822e-01;3.141592653589793116e+00
3.141592653589793116e+00;5.196330656350215405e-01;3.028013661720539984e-01;-9.925620184952702041e-02;-4.452701480163341607e-02
-1.175069831143728294e+02;3.141592653589793116e+00;-3.763545116319032768e+00;-1.697644387629339002e+00;-3.894889732277316163e+00
3.141592653589793116e+00;1.075229563994191395e-02;-2.214751543040659187e-01;5.194507977157340750e-02;8.894463275366885913e-02
3.141592653589793116e+00;9.318635774878927247e-01;2.626099167170953264e-01;3.021144706403305555e-02;1.546896198295542174e-02
3.141592653589793116e+00;-1.426157743106414966e+00;-2.798576702575268915e-01;-7.960250645668002015e-03;-8.499813971724577699e-02
3.141592653589793116e+00;-1.029976018716705077e+00;-3.554538262130490511e-01;-1.018558365928988046e-01;-6.651667733456887235e-03
1.881035288243627292e+03;5.874923626571126789e+01;7.573921298623452536e+00;3.141592653589793116e+00;1.593655453807939359e+01
3.141592653589793116e+00;-5.515793376436203266e-01;-3.839403195199173613e-01;-1.446886832888170937e-01;-4.960611349837672907e-02
8.748733841522005150e+01;1.856674707023716664e+01;5.853695373237174593e+00;3.141592653589792672e+00;5.754539110936014445e+00
3.141592653589793116e+00;-1.916523642006101369e+00;4.488795393530674582e-01;9.632704617041433215e-01;3.500420556379013060e-01
